relationship_id,scope_coded,region,ethnography_group,entity_a,entity_b,entity_a_canonical,entity_b_canonical,entity_a_type,entity_b_type,relation_type_coded,symmetry_coded,relation_labels,local_terms,supporting_quote_raw,confidence_mean,confidence_max,n_assertions,n_source_docs,source_docs,assertion_ids,joking_source
450,within_group,CentralAfrica,Azande,wife,another man's wife,wife,another man's wife,kin_role,kin_role,joking_relationship,mixed,sanza,sanza,"For example, a wife says in sanza to another man’s wife in the presence of her husband ‘the renown of your home is greater than ours’. In fact, she means the opposite and is having a dig at the owner of the homestead who, she well knows, hears what she says.",0.9,0.9,1,1,/Azande_EvansPrittchard_1962_223_KS,450,ehraf_v2
451,within_group,CentralAfrica,Azande,chief,his old Zande deputies,chief,his old Zande deputies,group,group,joking_relationship,symmetric,,bakumba,"There is no familiarity between a paramount chief and his sons and younger brothers, who fear their father greatly and are subjected to severe discipline. ... Between a chief and his deputies there is not the same strain; a chief is often seen joking with his old Zande deputies,",0.9,0.9,1,1,/Azande_Seligman_1932_503_KS,451,ehraf_v2
483,within_group,CentralAfrica,Barundi,a married son,his mother,a married son,his mother,kin_role,kin_role,insulting_license,non_symmetric,mock and shame,,"From her married son, a woman expects presents. If he is too poor to give gifts, she will mock and shame him. If he arrives at her home empty-handed, if he comes back from a job in Uganda or the city without something for her, she will be enraged.",0.9,0.9,1,1,/Barundi_Albert_1963_209_KS,483,ehraf_v2
484,within_group,CentralAfrica,Barundi,grandparents,grandchildren,grandparents,grandchildren,kin_role,kin_role,joking_relationship,mixed,joke with,,"Grandparents joke with their grandchildren, spoil them, protect them against their parents' anger, and, if they are not believing Christians, they expect their grandchildren will in due course perform the ceremonies in honour of the imizimu, the spirits of dead grandparents.",0.95,0.95,1,1,/Barundi_Albert_1963_209_KS,484,ehraf_v2
485,within_group,CentralAfrica,Barundi,a mother-in-law,her son-in-law,a mother-in-law,her son-in-law,kin_role,kin_role,avoidance,symmetric,umufasoni (noble); no jokes and no quarrels,umufasoni,"A mother-in-law and her son-in-law, no matter what their caste, address each other as umufasoni, noble. Their relationship is one of highly formal respect, politeness of the highest degree, no jokes and no quarrels.",0.95,0.95,1,1,/Barundi_Albert_1963_209_KS,485,ehraf_v2
849,within_group,CentralAfrica,Mbuti,bachelors,hunting band members,bachelors,hunting band members,age_set,group,joking_relationship,non_symmetric,buffoon (scapegoat) role,,"Being a bachelor made my integration into family life somewhat easier than it might have been otherwise, and my reciprocal duties were not heavy, mainly involving my working with other bachelors... I found myself pushed into another category that I subsequently discovered to be a perfectly traditional one for incompetent hunters and some others--that of buffoon. This was very convenient, as it meant that I was the recipient of threats, ridicule, jokes and gossip, all of significance, and being made a general scapegoat I was also the center of a number of disputes.",0.8,0.8,1,1,/Mbuti_Turnbull_1965_12_KS,849,ehraf_v2
852,within_group,CentralAfrica,Mbuti,children,adults,children,adults,age_set,age_set,insulting_license,non_symmetric,ridicule/public teasing by children,,"Already, in the bopi , the children become involved in disputes, and are sometimes instrumental in settling them by ridicule, for nothing hurts an adult more than being ridiculed publicly by children.",0.8,0.8,1,1,/Mbuti_Turnbull_1983_44_KS,852,ehraf_v2
845,within_group,CentralAfrica,MbutiTurnbull294KS,Mbuti,kpara,Mbuti,kpara,ethnic group,kin_role,joking_relationship,non_symmetric,,kpara,"Again the Mbuti employ the joking relationship to their advantage. They invoke claims upon kpara, karé , and “kin” without the slightest compunction, but when the same claims are reversed, they either deny or ridicule them.",0.8,0.8,1,1,/MbutiTurnbull294KS,845,ehraf_v2
846,within_group,CentralAfrica,MbutiTurnbull294KS,Mbuti,karé,Mbuti,karé,ethnic group,kin_role,joking_relationship,non_symmetric,,karé,"Again the Mbuti employ the joking relationship to their advantage. They invoke claims upon kpara, karé , and “kin” without the slightest compunction, but when the same claims are reversed, they either deny or ridicule them.",0.8,0.8,1,1,/MbutiTurnbull294KS,846,ehraf_v2
951,within_group,CentralAfrica,Rwandans,young Tutsi,companions of the young Tutsi as well as older people,young Tutsi,companions of the young Tutsi as well as older people,age_set,group,joking_relationship,non_symmetric,,,"By jeers and scoffing, companions of the young Tutsi as well as older people, tried to make him angry and if he reacted emotionally, he was punished by further jokes. So finally he was able to remain apparently quiet and polite in any circumstances which would have elicited more violent reactions from people not thus trained.",0.9,0.9,1,1,/Rwandans_Maquet_1961_118_KS,951,ehraf_v2
952,within_group,CentralAfrica,Rwandans,grandfather,granddaughters,grandfather,granddaughters,kin_role,kin_role,joking_relationship,symmetric,great familiarity and joking,,The grandfather called his granddaughters his little wives and his grandsons his love rivals. The reason given for this familiarity is that it helped to cheer up the old people and to train the young ones in socially enjoyable talk.,0.9,0.9,1,1,/Rwandans_Maquet_1961_44_KS,952,ehraf_v2
953,within_group,CentralAfrica,Rwandans,grandfather,grandsons,grandfather,grandsons,kin_role,kin_role,joking_relationship,symmetric,great familiarity and joking,,The grandfather called his granddaughters his little wives and his grandsons his love rivals. The reason given for this familiarity is that it helped to cheer up the old people and to train the young ones in socially enjoyable talk.,0.9,0.9,1,1,/Rwandans_Maquet_1961_44_KS,953,ehraf_v2
954,within_group,CentralAfrica,Rwandans,sisters,brothers,sisters,brothers,kin_role,kin_role,joking_relationship,symmetric,,,"Sisters and brothers were playmates during their childhood. After puberty their relations were restricted, but certainly not to the point of avoidance.",0.9,0.9,1,1,/Rwandans_Maquet_1961_45_KS,954,ehraf_v2
955,within_group,CentralAfrica,Rwandans,Ego,the daughters of his paternal uncle,Ego,the daughters of his paternal uncle,kin_role,kin_role,joking_relationship,symmetric,,,"Ego considered the daughters of his paternal uncle as sisters with whom there was a marriage prohibition. There was consequently a certain reserve between them which, however, did not prevent them from exchanging obscene jokes at a celebration or a gathering,",0.9,0.9,1,1,/Rwandans_Maquet_1961_45_KS,955,ehraf_v2
956,within_group,CentralAfrica,Rwandans,Ego,female maternal cross-cousins,Ego,female maternal cross-cousins,kin_role,kin_role,joking_relationship,symmetric,great familiarity,,"As has just been indicated, Ego could enjoy with his female maternal cross-cousins great familiarity expressed in practical jokes, pleasant talk, and erotic games.",0.9,0.9,1,1,/Rwandans_Maquet_1961_49_KS,956,ehraf_v2
957,within_group,CentralAfrica,Rwandans,Ego,"WiFa, WiMo, HuFa, HuMo (parents-in-law generation)",Ego,"WiFa, WiMo, HuFa, HuMo (parents-in-law generation)",kin_role,kin_role,joking_relationship,non_symmetric,Parents-In-Law And Children-In-Law,,"WiFa, WiMo, HuFa, HuMo were addressed by the term used for the grandparents. We know that Ego's conduct towards his grandparents was extremely familiar. He had to use the same term for in-laws and was not allowed to pronounce their name.",0.9,0.9,1,1,/Rwandans_Maquet_1961_56_KS,957,ehraf_v2
958,within_group,CentralAfrica,Rwandans,Ego,wife's sisters and parallel cousins (assimilated to his wife / privileged partners),Ego,wife's sisters and parallel cousins (assimilated to his wife / privileged partners),kin_role,kin_role,joking_relationship,symmetric,privileged sex partnership,,Ego's conduct towards his wife's relatives of the same generation depended mainly on the privileged sex partnership. The determination of those who could be partners was conditioned by the simple principle which assimilates a person to his siblings and parallel cousins.,0.9,0.9,1,1,/Rwandans_Maquet_1961_56_KS,958,ehraf_v2
959,within_group,CentralAfrica,Rwandans,Ishaza,Mbiriri,Ishaza,Mbiriri,clan,clan,joking_relationship,symmetric,joking relationship,,"Furthermore, the Ishaza have a joking relationship with the Mbiriri which differentiates them and maintains the differences between them.",0.9,0.9,1,1,/Rwandans_Newbury_1980_395_KS,959,ehraf_v2
960,within_group,CentralAfrica,Rwandans,"appointed men of letters, storytellers, bards, genealogists, and historians","habitual frequenters of the court, lords, courtiers, and employees","appointed men of letters, storytellers, bards, genealogists, and historians","habitual frequenters of the court, lords, courtiers, and employees",group,group,banter,symmetric,,,"The appointed men of letters, storytellers, bards, genealogists, and historians carefully watch their diction. Among them conversation is never dull, for jokes and witticisms abound.",0.7,0.7,1,1,/Rwandans_Pages_1933_179_KS,960,ehraf_v2
961,within_group,CentralAfrica,Rwandans,"habitual frequenters of the court, lords, courtiers, and employees",mountain dwellers and those who inhabit the frontiers of the realm,"habitual frequenters of the court, lords, courtiers, and employees",mountain dwellers and those who inhabit the frontiers of the realm,group,regional group,teasing,non_symmetric,,,"Considering the good taste that distinguishes the familiars of the king and the inhabitants of the central province of Nduga, it is not surprising that they should be shocked and amused by the lingo of the mountain dwellers and those who inhabit the frontiers of the realm.",0.6,0.6,1,1,/Rwandans_Pages_1933_179_KS,961,ehraf_v2
979,within_group,CentralAfrica,Suku,Ego,his grandfather,Ego,his grandfather,kin_role,kin_role,joking_relationship,symmetric,joking,,"Thus, the relationship between Ego and his grandfather is a joking one (as it is with any true or classificatory grandparent), but in this case it is entirely devoid of any economic, legal, or ritual functions, this grandfather being a member neither of Ego's matrilineage nor of his kitaata.",0.9,0.9,1,1,/Suku_Kopytoff_1964_107_KS,979,ehraf_v2
980,within_group,CentralAfrica,Suku,the boys,their parents,the boys,their parents,age_set,kin_role,joking_relationship,non_symmetric,,,Some of this hazing may border on physical cruelty; much of it consists in forcing the boys into admitting imaginary incestuous relations and making sexual jokes about their parents—behavior that would be unthinkable under normal circumstances.,0.9,0.9,1,1,/Suku_Kopytoff_1965_456_KS,980,ehraf_v2
981,within_group,CentralAfrica,Suku,the boys,women,the boys,women,age_set,group,joking_relationship,non_symmetric,,,"During their residence, they learn various dances and songs (most of which are derisive of women) and they are exposed to systematic hazing by their elders.",0.9,0.9,1,1,/Suku_Kopytoff_1965_456_KS,981,ehraf_v2
982,within_group,CentralAfrica,Suku,the boys,anyone using their old names,the boys,anyone using their old names,age_set,group,joking_relationship,non_symmetric,,,They have now acquired new names and may collect a fine from anyone using their old ones.,0.85,0.85,1,1,/Suku_Kopytoff_1965_456_KS,982,ehraf_v2
983,within_group,CentralAfrica,Suku,patrilateral cross-cousin,ego,patrilateral cross-cousin,ego,kin_role,kin_role,joking_relationship,symmetric,jokes,,"a person can shift from the slot of patrilateral cross-cousin (with whom one jokes, and whom, if female, one can marry) to the slot of “father” or “father's sister” (whereupon one stops joking and starts respecting and marriage becomes forbidden).",0.95,0.95,1,1,/Suku_Kopytoff_1971_86_KS,983,ehraf_v2
1026,within_group,CentralAfrica,Teda,men,women,men,women,group,group,joking_relationship,symmetric,joking during wedding / conjugal banter,,"They exchange jokes, the women reproach the man for his violence, the men reproach the woman for having resisted. ... With the grain that is then gathered, the young wife, assisted by her friends, cooks the first conjugal dish. The father of the wife generally gives his son-in-law a gift called: cenofor, equal or superior to those that he had received from him. The marriage ceremonies have ended. But during the weeks that follow, the two spouses still receive many gifts called kobori which, for the young woman, consist chiefly of household objects given her by the other women of the two families. The couple build their hut near that of the woman's mother, and the husband generally waits one or two years, or even until the birth of his first child, to pay the luli, which permits him, if he wishes, to install his household near his own mother.",0.8,0.8,1,1,/Teda_LeCoeur_1950_6_KS,1026,ehraf_v2
404,within_group,EasternAfrica,Amhara,inferiors,superiors,inferiors,superiors,group,group,joking_relationship,mixed,joking relationship,,"The egoistic element in the hierarchical pattern is further modified by a sort of joking relationship that sometimes develops between inferiors and superiors. The harsh interrogation of inferiors at times shades into a sort of wry banter; sons or servants may be called “thief” or “scoundrel” in an undertone of unmistakable affection. At times, moreover, the direction of the jesting may be reversed. Amhara servants are noted for playing practical jokes on their masters, which the latter usually appreciate when the jests are clever.",0.95,0.95,1,1,/Amhara_Levine_1964_255_KS,404,ehraf_v2
405,within_group,EasternAfrica,Amhara,sons,superiors,sons,superiors,kin_role,group,joking_relationship,mixed,joking relationship,,The egoistic element in the hierarchical pattern is further modified by a sort of joking relationship that sometimes develops between inferiors and superiors. The harsh interrogation of inferiors at times shades into a sort of wry banter; sons or servants may be called “thief” or “scoundrel” in an undertone of unmistakable affection.,0.9,0.9,1,1,/Amhara_Levine_1965_255_KS,405,ehraf_v2
406,within_group,EasternAfrica,Amhara,servants,masters,servants,masters,group,group,joking_relationship,mixed,practical jokes / jesting,,"At times, moreover, the direction of the jesting may be reversed. Amhara servants are noted for playing practical jokes on their masters, which the latter usually appreciate when the jests are clever.",0.95,0.95,1,1,/Amhara_Levine_1965_255_KS,406,ehraf_v2
407,within_group,EasternAfrica,Amhara,Aläqa Gäbre-Hanna,Emperor Menelik,Aläqa Gäbre-Hanna,Emperor Menelik,person,person,joking_relationship,non_symmetric,licensed teasing / privileged familiarity,,"No one else would have dared such a remark, but he was popular with Emperor Menelik and especially with the Empress Taitu, and could tell them certain frank truths and tease them with irony in a semi-polite manner.",0.7,0.7,1,1,/Amhara_Messing_1956_69_KS,407,ehraf_v2
408,within_group,EasternAfrica,Amhara,Aläqa Gäbre-Hanna,Empress Taitu,Aläqa Gäbre-Hanna,Empress Taitu,person,person,joking_relationship,non_symmetric,licensed teasing / privileged familiarity,,"No one else would have dared such a remark, but he was popular with Emperor Menelik and especially with the Empress Taitu, and could tell them certain frank truths and tease them with irony in a semi-polite manner.",0.7,0.7,1,1,/Amhara_Messing_1956_69_KS,408,ehraf_v2
409,within_group,EasternAfrica,Amhara,elder brothers,younger brothers,elder brothers,younger brothers,kin_role,kin_role,joking_relationship,symmetric,joking relationship,,"Elder brothers may and do discipline their juniors, despite the superficial “joking relationship” between siblings of the same sex.",0.9,0.9,1,1,/Amhara_Messing_1985_195_KS,409,ehraf_v2
410,within_group,EasternAfrica,Amhara,little girls,boys,little girls,boys,group,group,joking_relationship,symmetric,waza,waza,"Sometimes somewhat older girls meet boys with whom they have established an experimental “joking relationship” ( waza ), and play house, building little huts out in the fields during the dry season, within the hamlet in the rainy season.",0.9,0.9,1,1,/Amhara_Messing_1985_263_KS,410,ehraf_v2
417,within_group,EasternAfrica,Amhara,older boys,boys of eight or nine who aspire to deaconhood,older boys,boys of eight or nine who aspire to deaconhood,group,age_set,teasing,non_symmetric,mock-examination (hazing),,"Boys of eight or nine who aspire to deaconhood at the next New Year holy days are mock-examined by older boys who have achieved that status. The candidate must carry each of them several times around the churchyard, and must recite and chant liturgical prayers for them for hours.",0.7,0.7,1,1,/Amhara_Messing_1985_263_KS,417,ehraf_v2
419,within_group,EasternAfrica,Amhara,zar society,sibling devotees,zar society,sibling devotees,group,kin_role,joking_relationship,symmetric,sibling jokes,,"In either case they enjoy recreation and amusement with the “sibling” devotees, with whom they can gossip and enact sibling jokes, such as playfully accusing each other of minor oversights in the service of the zar (it often takes this form).",0.9,0.9,1,1,/Amhara_Messing_1985_323_KS,419,ehraf_v2
452,within_group,EasternAfrica,Bagisu,members of different lineages,members of different lineages,members of different lineages,members of different lineages,lineage,lineage,joking_relationship,symmetric,bukulo / bakulo,bukulo,"In the 1960s, bukulo was a hereditary joking relationship which held between members of different lineages and linked members as joking partners (bakulo) to each other.",0.9,0.9,1,1,/Bagisu_Heald_1989_163_KS,452,ehraf_v2
453,within_group,EasternAfrica,Bagisu,minor lineage,minor lineage,minor lineage,minor lineage,lineage,lineage,joking_relationship,symmetric,bagulo,bagulo,A special tie is that known as bagulo which involves two lineages in a joking relationship. Members of lineages who are bagulo joke with one another and may seize one another's property with impunity.,0.9,0.9,1,1,/Bagisu_LaFontaine_1959_26_KS,453,ehraf_v2
